,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,population
1192,141442.0,111.0,20.0,30.317961,60.069598,6.93,47.0,240000.0,200654
1194,166367.0,111.2,1.0,30.213846,59.95229,12.64,69.0,179300.0,200654
1195,280000.0,111.32,10.0,30.341533,59.966953,2.29,56.0,232040.0,200654
1196,223614.0,111.8,6.0,30.289224,59.922914,4.28,71.0,212198.4,200654
1197,222720.0,111.8,6.0,30.289224,59.922914,4.28,71.0,212198.4,200654
1198,178732.0,111.9,1.0,30.281606,59.918733,5.14,30.0,179300.0,200654
1199,178723.0,111.9,1.0,30.314817,59.904189,2.11,72.0,179300.0,200654
1201,312500.0,112.0,4.0,30.314161,59.935858,1.46,29.0,301398.4,200654
1203,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,263198.4,200654
1204,312500.0,112.0,5.0,30.314161,59.935858,1.46,29.0,263198.4,200654
1208,303572.0,112.0,26.0,30.236304,60.034915,11.13,83.0,180800.0,200654
1211,235976.0,112.3,25.0,30.312185,60.056481,6.37,77.0,180800.0,200654
1212,290090.0,112.32,17.0,30.303211,59.999147,4.18,65.0,256440.0,200654
1213,322432.0,112.4,1.0,30.245728,59.962048,9.16,41.0,200388.0,200654
1214,257549.0,112.6,14.0,30.317521,59.855398,4.23,68.0,159440.0,200654
1219,286597.0,113.4,2.0,30.382685,59.851973,7.64,75.0,175904.0,200654
1221,270000.0,113.45,11.0,30.378714,60.018349,7.26,41.0,221040.0,200654
1224,393058.0,113.8,10.0,30.15012,59.861038,19.94,73.0,203232.0,200654
1226,197483.0,114.0,13.0,30.194928,60.03625,15.38,5.0,213710.0,200654
1228,192814.0,114.1,5.0,30.330591,59.923054,0.74,33.0,232675.2,200654
1234,234783.0,115.0,14.0,30.41594,59.847268,11.01,41.0,231710.0,200654
1237,303215.0,115.1,5.0,30.300956,59.956674,3.12,35.0,167754.8,200654
1240,164788.0,115.3,1.0,30.358852,59.943012,3.53,34.0,182744.8,200654
1241,294500.0,115.3,4.0,30.109642,59.83328,24.52,31.0,142338.8,200654
1243,239200.0,115.5,14.0,30.407442,59.984908,9.32,13.0,231710.0,200654
1244,189000.0,115.63,5.0,30.308322,59.754121,9.41,12.0,172878.0,200654
1245,309483.0,116.0,5.0,30.300956,59.956674,3.12,35.0,172878.0,200654
1247,310880.0,116.09,19.0,30.184849,59.942245,15.84,15.0,202820.0,200654
1248,180018.0,116.1,14.0,30.361844,59.809202,7.74,24.0,231710.0,200654
1251,283019.0,116.6,13.0,30.450526,60.002697,14.23,9.0,244410.0,200654
1255,275941.0,117.0,13.0,30.379523,60.017063,7.29,42.0,316150.0,200654
1256,258823.0,117.0,16.0,30.258906,60.070796,10.0,12.0,262690.0,200654
1265,199500.0,118.7,4.0,30.109642,59.83328,24.52,31.0,322742.4,200654
1267,239094.0,119.2,6.0,30.346096,59.918652,2.27,73.0,467100.0,200654
1269,420084.0,119.5,25.0,30.295422,59.999638,4.78,69.0,210000.0,200654
1270,330084.0,119.59,17.0,30.303211,59.999147,4.18,65.0,215244.0,200654
1271,112500.0,120.0,1.0,30.297974,59.9308,3.27,53.0,121606.0,200654
1281,182197.0,120.2,1.0,30.359104,59.921295,3.62,44.0,121606.0,200654
1282,275500.0,120.4,4.0,30.109642,59.83328,24.52,31.0,264600.0,200654
1286,372943.0,121.0,3.0,30.245566,59.963066,9.18,40.0,160808.0,200654
1287,250000.0,121.0,4.0,30.430933,59.925335,11.54,27.0,264600.0,200654
1289,231603.0,121.0,13.0,30.19579,60.036443,15.29,6.0,232869.0,200654
1290,256199.0,121.0,24.0,30.316856,59.855877,4.22,71.0,210000.0,200654
1292,347108.0,121.0,26.0,30.340985,60.075016,7.44,51.0,200000.0,200654
1294,343200.0,121.5,9.0,30.307568,59.985804,3.36,61.0,401240.0,200654
1295,198100.0,121.7,13.0,30.341578,59.902217,2.35,66.0,232869.0,200654
1298,40164.0,122.0,5.0,30.342692,59.91692,1.97,79.0,486676.8,200654
1302,134365.0,122.8,1.0,30.325211,59.91784,0.93,38.0,96146.0,200654
1306,300081.0,123.69,25.0,30.300489,59.999093,4.37,77.0,198000.0,200654
1307,209800.0,123.7,13.0,30.341578,59.902217,2.35,66.0,206897.0,200654
1308,95000.0,123.9,1.0,30.41153,59.951132,9.41,25.0,141914.0,200654
1310,135000.0,124.0,27.0,30.317961,60.069598,6.93,47.0,200000.0,200654
1311,368623.0,124.7,1.0,30.310128,59.987226,3.25,84.0,118108.0,200654
1312,144231.0,124.8,1.0,30.278363,59.915269,5.53,28.0,118108.0,200654
1319,295000.0,125.4,18.0,30.443869,59.900128,13.12,22.0,230624.0,200654
1320,310208.0,125.4,23.0,30.402879,60.006246,9.27,36.0,210068.0,200654
1323,161000.0,126.0,12.0,30.485775,60.003943,18.08,29.0,187892.0,200654
1325,296678.0,126.4,1.0,30.289467,59.95584,4.32,74.0,118108.0,200654
1326,196019.0,126.4,2.0,30.362284,60.043413,6.94,52.0,118108.0,200654
1327,450000.0,126.47,11.0,30.338083,59.880582,3.1,19.0,187892.0,200654
1331,216366.0,127.1,18.0,30.365814,59.988185,5.13,61.0,289800.0,200654
1334,357085.0,127.6,1.0,30.310128,59.987226,3.25,84.0,139594.0,200654
1336,226485.0,128.0,5.0,30.357137,59.918201,3.44,32.0,159202.0,200654
1337,320225.0,128.0,5.0,30.387724,60.026051,8.34,50.0,159202.0,200654
1338,404510.0,128.0,10.0,30.370387,59.940776,4.8,31.0,257948.0,200654
1340,330000.0,128.09,5.0,30.387724,60.026051,8.34,50.0,159202.0,200654
1341,301457.0,128.1,1.0,30.245728,59.962048,9.16,41.0,145802.0,200654
1342,225000.0,128.32,5.0,30.308322,59.754121,9.41,12.0,159202.0,200654
1343,370063.0,128.6,6.0,30.30552,59.906639,2.82,58.0,228000.0,200654
1344,340016.0,128.7,6.0,30.30552,59.906639,2.82,58.0,228000.0,200654
1346,231783.0,129.0,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1348,178019.0,129.2,1.0,30.341578,59.923369,1.71,79.0,222600.0,200654
1349,230355.0,129.8,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1350,230355.0,129.8,13.0,30.41594,59.847268,11.01,41.0,242834.0,200654
1352,65385.0,130.0,1.0,30.334275,59.851896,4.4,50.0,217100.0,200654
1358,262998.0,130.1,26.0,30.363012,60.044469,7.04,52.0,263416.0,200654
1360,301457.0,130.4,1.0,30.245728,59.962048,9.16,41.0,217100.0,200654
1361,82823.0,130.4,1.0,30.48715,59.964341,17.86,25.0,217100.0,200654
1363,206900.0,130.7,12.0,30.229064,59.936206,10.92,55.0,249046.0,200654
1367,110000.0,131.0,14.0,30.2374,60.06923,11.8,33.0,253046.0,200654
1370,311480.0,131.63,2.0,30.082621,59.724677,28.29,47.0,220500.0,200654
1371,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,250600.0,200654
1372,383191.0,131.71,19.0,30.184849,59.942245,15.84,15.0,250600.0,200654
1374,331819.0,132.0,5.0,30.322066,59.926805,0.73,30.0,198998.4,200654
1379,174007.0,132.7,15.0,30.255618,60.06975,10.24,10.0,223046.0,200654
1383,235000.0,133.3,10.0,30.336574,59.988469,2.95,66.0,179746.0,200654
1384,420075.0,133.7,25.0,30.304289,60.000857,4.17,65.0,324772.0,200654
1388,184105.0,134.0,12.0,30.30755,59.897952,2.9,54.0,179746.0,200654
1391,88815.0,135.0,1.0,30.21664,59.958814,12.35,82.0,173000.0,200654
1397,317110.0,135.6,25.0,30.24624,60.009593,9.67,100.0,286846.0,200654
1399,420000.0,136.1,7.0,30.325013,59.858073,3.99,41.0,202260.0,200654
1400,227774.0,136.1,10.0,30.264044,59.949474,7.06,38.0,215060.0,200654
1402,290074.0,136.46,17.0,30.303211,59.999147,4.18,65.0,297012.0,200654
1403,246563.0,136.46,18.0,30.303382,59.997644,4.11,61.0,294800.0,200654
1404,167884.0,137.0,1.0,30.349959,59.929182,2.54,27.0,184190.0,200654
1405,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207544.0,200654
1406,135000.0,137.0,2.0,30.084013,59.724491,28.15,48.0,207544.0,200654
1408,235344.0,137.0,16.0,30.334391,59.987753,2.83,71.0,280600.0,200654
1410,235000.0,137.2,17.0,30.334391,59.987753,2.83,71.0,318649.8,200654
1412,260000.0,137.5,4.0,30.267494,59.962724,6.78,27.0,247544.0,200654
1414,360000.0,137.87,9.0,30.307568,59.985804,3.36,61.0,384120.0,200654
1416,97754.0,138.0,1.0,30.361503,59.946211,3.85,40.0,217990.0,200654
1423,368623.0,139.8,1.0,30.310128,59.987226,3.25,84.0,233800.0,200654
1424,55715.0,140.0,1.0,30.353795,59.946302,3.0,29.0,233800.0,200654
1432,266525.0,140.7,9.0,30.262823,60.110679,11.08,6.0,412000.0,200654
1433,212766.0,141.0,22.0,30.153722,59.853442,19.6,91.0,237540.0,200654
1434,212766.0,141.0,26.0,30.153722,59.853442,19.6,91.0,272540.0,200654
1437,161268.0,142.0,14.0,30.361844,59.809202,7.74,24.0,369464.8,200654
1439,276871.0,142.63,9.0,30.288622,59.903823,4.58,42.0,407680.0,200654
1440,237763.0,143.0,2.0,30.364781,60.052272,7.5,41.0,239800.0,200654
1441,250000.0,143.0,4.0,30.430933,59.925335,11.54,27.0,322005.0,200654
1442,261146.0,143.0,13.0,30.379523,60.017063,7.29,42.0,362664.8,200654
1444,107816.0,143.3,15.0,30.235388,60.069036,11.97,33.0,362664.8,200654
1446,250640.0,143.63,18.0,30.303382,59.997644,4.11,61.0,277664.8,200654
1447,246700.0,143.9,6.0,30.326998,59.956444,1.08,33.0,454005.0,200654
1449,229167.0,144.0,8.0,30.327079,59.961854,1.36,38.0,473005.0,200654
1450,420070.0,144.6,25.0,30.304289,60.000857,4.17,65.0,216678.0,200654
1452,332414.0,145.0,5.0,30.322066,59.926805,0.73,30.0,449005.0,200654
1453,254997.0,145.1,5.0,30.316138,59.911854,1.73,55.0,449005.0,200654
1454,350000.0,145.3,21.0,30.306849,59.998058,3.9,62.0,249449.8,200654
1457,74075.0,145.8,8.0,30.25551,59.937269,7.98,48.0,473005.0,200654
1458,165000.0,145.8,9.0,30.157064,59.840438,19.34,87.0,473005.0,200654
1461,297946.0,146.0,14.0,30.41594,59.847268,11.01,41.0,237322.2,200654
1464,300000.0,147.0,6.0,30.302869,59.960877,3.0,43.0,473005.0,200654
1465,234967.0,147.0,10.0,30.276378,60.057011,8.21,29.0,369820.0,200654
1468,193054.0,147.3,2.0,30.362284,60.043413,6.94,52.0,265253.4,200654
1469,194977.0,147.3,5.0,30.362284,60.043413,6.94,52.0,441885.0,200654
1470,350000.0,147.9,8.0,30.333816,59.918467,1.14,54.0,492000.0,200654
1472,210284.0,148.0,16.0,30.258906,60.070796,10.0,12.0,254507.2,200654
1474,133827.0,148.7,4.0,30.263056,59.942913,7.15,36.0,410000.0,200654
1475,300000.0,148.8,11.0,30.331741,59.977012,2.21,75.0,361500.0,200654
1477,187827.0,149.0,13.0,30.194928,60.03625,15.38,5.0,360207.2,200654
1478,200804.0,149.4,3.0,30.378984,59.858367,7.1,90.0,385000.0,200654
1479,160000.0,149.79,2.0,30.084013,59.724491,28.15,48.0,287253.4,200654
1480,159883.0,149.9,2.0,30.082621,59.724677,28.29,47.0,287253.4,200654
1481,55334.0,150.0,1.0,30.383466,59.991187,6.94,82.0,269653.4,200654
1482,340000.0,150.0,2.0,30.257136,60.028474,8.98,70.0,287253.4,200654
1498,229389.0,150.4,13.0,30.41594,59.847268,11.01,41.0,342207.2,200654
1499,346402.0,150.6,3.0,30.316165,59.92832,1.29,32.0,385000.0,200654
1500,280000.0,150.6,3.0,30.316165,59.92832,1.29,32.0,385000.0,200654
1501,75597.0,150.8,1.0,30.244308,60.072444,11.27,21.0,269653.4,200654
1503,135431.0,151.0,1.0,30.358493,59.918151,3.59,36.0,195400.0,200654
1506,209431.0,151.1,1.0,30.333556,59.984922,2.66,69.0,195400.0,200654
1507,132357.0,151.1,4.0,30.254271,59.89765,8.32,20.0,438090.0,200654
1508,125579.0,151.3,1.0,30.319309,59.931265,0.91,18.0,195400.0,200654
1509,155218.0,151.4,4.0,30.307675,59.922088,2.28,57.0,438090.0,200654
1512,310000.0,151.93,9.0,30.307568,59.985804,3.36,61.0,319600.0,200654
1513,263158.0,152.0,1.0,30.303399,59.9201,2.77,65.0,195400.0,200654
1516,226974.0,152.0,13.0,30.41594,59.847268,11.01,41.0,360700.0,200654
1518,176974.0,152.0,16.0,30.3223,60.029413,4.85,89.0,273507.2,200654
1519,226959.0,152.01,13.0,30.41594,59.847268,11.01,41.0,360700.0,200654
1520,75509.0,152.3,7.0,30.413299,59.958809,9.65,26.0,317690.0,200654
1521,98033.0,152.5,1.0,30.41374,59.721193,15.29,17.0,195400.0,200654
1522,156863.0,153.0,1.0,30.289188,60.003637,5.42,70.0,195400.0,200654
1523,248367.0,153.0,5.0,30.306247,59.929037,2.36,40.0,326088.6,200654
1528,215405.0,153.2,18.0,30.159633,59.865325,18.88,86.0,275850.0,200654
1530,377114.0,153.8,1.0,30.362374,59.937121,3.9,32.0,232400.0,200654
1532,250000.0,154.5,12.0,30.205959,60.029508,14.14,28.0,319900.0,200654
1533,173549.0,155.0,25.0,30.382658,59.803671,9.43,14.0,161650.0,200654
1534,251613.0,155.0,26.0,30.380852,59.924001,5.99,65.0,161650.0,200654
1535,261430.0,155.3,3.0,30.328489,59.999597,3.31,77.0,319998.6,200654
1536,225371.0,155.3,17.0,30.311143,60.014832,4.41,53.0,233850.0,200654
1541,124200.0,156.2,1.0,30.398801,59.844981,9.38,42.0,339600.0,200654
1542,287540.0,156.5,1.0,30.296473,59.918647,3.53,55.0,339600.0,200654
1544,319489.0,156.5,4.0,30.296653,59.918404,3.51,54.0,405998.6,200654
1545,223500.0,156.6,16.0,30.409338,60.006125,9.93,33.0,201200.0,200654
1546,178344.0,157.0,4.0,30.345854,59.917209,2.28,74.0,325998.6,200654
1548,315287.0,157.0,5.0,30.369551,59.931693,4.71,58.0,325998.6,200654
1549,189809.0,157.0,19.0,30.236304,60.034915,11.13,83.0,197970.0,200654
1550,174937.0,157.2,3.0,30.361889,59.900006,4.29,31.0,405998.6,200654
1552,139594.0,157.6,2.0,30.345432,59.973577,2.84,58.0,360000.0,200654
1553,234623.0,157.7,11.0,30.26938,59.850595,7.64,27.0,212350.0,200654
1556,72464.0,158.7,1.0,30.284526,59.920082,4.81,50.0,360000.0,200654
1558,149057.0,159.0,15.0,30.359041,59.808794,7.59,19.0,212350.0,200654
1560,120000.0,159.2,1.0,30.418779,59.87924,10.65,21.0,381760.0,200654
1562,292241.0,159.8,25.0,30.330511,60.028928,4.85,65.0,231958.0,200654
1567,168750.0,160.0,20.0,30.433565,59.935205,11.82,38.0,232958.0,200654
1569,168225.0,160.5,12.0,30.433565,59.935205,11.82,38.0,214950.0,200654
1570,168225.0,160.5,13.0,30.433565,59.935205,11.82,38.0,214950.0,200654
1574,206312.0,162.0,4.0,30.368985,59.751533,10.88,72.0,281860.0,200654
1575,237038.0,162.0,5.0,30.306553,59.970736,2.91,58.0,312896.8,200654
1577,115433.0,162.0,6.0,30.456149,59.865862,14.88,24.0,312896.8,200654
1580,205172.0,162.9,4.0,30.368985,59.751533,10.88,72.0,281860.0,200654
1581,293399.0,163.6,12.0,30.327582,60.033499,5.06,97.0,266950.0,200654
1582,231708.0,164.0,1.0,30.41126,59.928217,9.35,42.0,265000.0,200654
1585,134147.0,164.0,5.0,30.442773,59.885616,13.15,17.0,272100.0,200654
1587,407295.0,164.5,19.0,30.203112,59.930791,13.81,20.0,228308.0,200654
1588,151516.0,165.0,4.0,30.314521,59.914434,1.78,57.0,271600.0,200654
1591,333313.0,165.1,1.0,30.245728,59.962048,9.16,41.0,207800.0,200654
1592,250000.0,165.45,10.0,30.341533,59.966953,2.29,56.0,318800.0,200654
1593,362319.0,165.6,11.0,30.329451,59.985462,2.6,84.0,318800.0,200654
1595,57126.0,166.3,1.0,30.22883,59.960179,11.01,75.0,184800.0,200654
1597,188364.0,167.0,13.0,30.194928,60.03625,15.38,5.0,257400.0,200654
1598,260327.0,167.0,13.0,30.379523,60.017063,7.29,42.0,257400.0,200654
1600,200000.0,168.0,1.0,30.345764,59.908561,2.49,76.0,300800.0,200654
1603,245834.0,168.0,17.0,30.481796,60.007636,17.69,32.0,285720.0,200654
1605,301457.0,170.0,1.0,30.245728,59.962048,9.16,41.0,298800.0,200654
1607,327670.0,170.0,3.0,30.245566,59.963066,9.18,40.0,452399.8,200654
1610,352942.0,170.0,5.0,30.361134,59.940785,3.78,27.0,477259.8,200654
1615,305703.0,170.1,14.0,30.31329,59.866468,3.84,84.0,312900.0,200654
1616,260083.0,170.5,5.0,30.318617,59.855927,4.18,57.0,477259.8,200654
1622,172675.0,172.0,1.0,30.330996,59.957079,1.19,24.0,373952.0,200654
1623,393024.0,172.0,5.0,30.340563,59.925628,1.56,70.0,477259.8,200654
1625,114886.0,174.0,4.0,30.288838,59.985034,4.93,48.0,367212.0,200654
1628,171429.0,175.0,10.0,30.469974,59.911101,15.93,35.0,316476.0,200654
1632,293953.0,178.6,1.0,30.289467,59.95584,4.32,74.0,274000.0,200654
1633,111174.0,179.0,1.0,30.343132,60.036488,5.57,59.0,274000.0,200654
1636,135000.0,179.0,27.0,30.317961,60.069598,6.93,47.0,417427.4,200654
1637,267858.0,179.2,5.0,30.373612,59.936589,5.15,42.0,310423.0,200654
1640,288889.0,180.0,2.0,30.257136,60.028474,8.98,70.0,274000.0,200654
1641,361112.0,180.0,2.0,30.371384,59.936178,4.9,51.0,274000.0,200654
1650,301457.0,180.5,1.0,30.245728,59.962048,9.16,41.0,274000.0,200654
1651,209940.0,181.0,4.0,30.297372,59.919491,3.42,55.0,300423.0,200654
1653,212556.0,181.6,16.0,30.273171,59.963539,6.17,37.0,375895.4,200654
1655,164377.0,181.9,5.0,30.349348,59.924488,2.52,46.0,334423.0,200654
1656,247253.0,182.0,9.0,30.173844,59.82921,17.67,38.0,481675.0,200654
1660,179311.0,182.7,3.0,30.333466,60.039436,5.44,79.0,250424.0,200654
1661,245902.0,183.0,1.0,30.31108,59.870849,3.74,77.0,274000.0,200654
1664,220000.0,183.9,5.0,30.387724,60.026051,8.34,50.0,456275.0,200654
1665,173630.0,184.3,12.0,30.49413,59.896973,18.69,27.0,396095.4,200654
1666,206349.0,185.0,4.0,30.368985,59.751533,10.88,72.0,367250.0,200654
1667,432433.0,185.0,6.0,30.315913,59.851562,4.46,66.0,475475.0,200654
1669,205759.0,185.53,4.0,30.368985,59.751533,10.88,72.0,387250.0,200654
1672,129033.0,186.0,5.0,30.304424,59.919982,2.66,66.0,386600.0,200654
1675,276882.0,186.0,17.0,30.173755,59.832593,17.64,47.0,368995.4,200654
1676,166000.0,186.3,14.0,30.362015,59.807106,7.84,23.0,319995.4,200654
1678,402577.0,186.3,22.0,30.313955,59.851598,4.52,76.0,470095.4,200654
1679,402577.0,186.3,26.0,30.310523,59.874359,3.61,66.0,470095.4,200654
1680,213904.0,187.0,4.0,30.322255,60.014652,4.1,70.0,377250.0,200654
1681,298667.0,187.5,1.0,30.362949,59.931824,3.97,40.0,249250.0,200654
1682,285000.0,187.5,5.0,30.271976,59.884668,6.63,23.0,376600.0,200654
1683,159947.0,187.5,23.0,30.312113,60.053813,6.24,76.0,470095.4,200654
1685,263719.0,187.7,6.0,30.277789,59.905073,5.7,41.0,376600.0,200654
1686,204997.0,187.92,5.0,30.387724,60.026051,8.34,50.0,376600.0,200654
1688,200000.0,188.3,6.0,30.369012,59.929853,4.65,53.0,376600.0,200654
1689,240869.0,188.9,24.0,30.459545,59.897063,14.87,40.0,462400.0,200654
1695,184211.0,190.0,6.0,30.262346,59.872511,7.83,24.0,348320.0,200654
1700,135000.0,191.8,6.0,30.464324,59.962093,15.32,28.0,335280.0,200654
1702,259896.0,192.0,25.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1704,259221.0,192.5,24.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1705,254546.0,192.5,26.0,30.356625,59.839642,6.03,71.0,477864.0,200654
1706,177261.0,193.5,14.0,30.359041,59.808794,7.59,19.0,338900.0,200654
1711,258913.0,195.8,5.0,30.318572,59.856469,4.15,56.0,444630.8,200654
1712,53776.0,196.0,1.0,30.358287,59.810505,7.47,18.0,341500.0,200654
1715,149823.0,196.9,1.0,30.301675,59.959138,3.09,39.0,341500.0,200654
1717,333206.0,197.0,3.0,30.245566,59.963066,9.18,40.0,460784.8,200654
1721,306083.0,197.3,1.0,30.245728,59.962048,9.16,41.0,391500.0,200654
1724,256131.0,199.0,5.0,30.319848,59.855304,4.18,55.0,421284.8,200654
1725,253080.0,199.4,5.0,30.319848,59.855304,4.18,55.0,421284.8,200654
1738,110000.0,200.0,5.0,30.112121,59.846201,24.18,29.0,409986.8,200654
1740,360000.0,200.0,5.0,30.345773,59.924984,2.13,60.0,490186.8,200654
1745,225000.0,200.0,26.0,30.223467,59.940366,11.55,71.0,413132.0,200654
