WKT	NAME	NAME_EN	NAME_RU	RAILWAY	REF	OSM_TYPE	OSM_ID
"POLYGON ((30.3645402 59.923481,30.3644662 59.9239588,30.3643676 59.9244768,30.3642804 59.9247712,30.3641638 59.9251112,30.3637602 59.9262109,30.3633093 59.9275175,30.3631083 59.9280672,30.3632257 59.928077,30.3636467 59.926876,30.3639084 59.9260924,30.3642678 59.9251018,30.3643695 59.9247883,30.3644397 59.9244909,30.3645153 59.923962,30.3645389 59.923724,30.3645721 59.9234821,30.3645573 59.9234816,30.3645402 59.923481))"				platform	"8;9"	way	"93473650"
"POLYGON ((30.091647 59.8331305,30.091605 59.8330832,30.0911392 59.8331876,30.0911811 59.8332348,30.0889717 59.83373,30.0889875 59.8337479,30.0890003 59.8337623,30.0920805 59.833072,30.0920677 59.8330575,30.0920519 59.8330398,30.091647 59.8331305))"	2 Путь			platform		way	"95207125"
"POLYGON ((30.0888425 59.8339372,30.0911957 59.8334089,30.0918565 59.8332606,30.0923057 59.8331598,30.0922885 59.8331405,30.0922723 59.8331222,30.0888091 59.8338996,30.0888253 59.8339179,30.0888425 59.8339372))"	1 Путь			platform		way	"95207189"
"POLYGON ((30.3196125 59.8149583,30.3226793 59.8138132,30.3226652 59.8138037,30.3226435 59.813789,30.3195768 59.8149341,30.3196125 59.8149583))"				platform		way	"96659814"
"POLYGON ((30.3691677 59.9087679,30.3691916 59.9087785,30.3722668 59.9070608,30.3722073 59.9070354,30.3691438 59.9087549,30.3691677 59.9087679))"				platform		way	"97227186"
"POLYGON ((30.2948748 59.9913169,30.2967716 59.9918035,30.2975059 59.9920287,30.2983663 59.9923223,30.2983785 59.9923131,30.2984072 59.9922914,30.2984366 59.9922692,30.2984553 59.9922552,30.2975856 59.9919585,30.2968517 59.9917332,30.2957323 59.9914367,30.2949337 59.9912542,30.2948748 59.9913169))"				platform		way	"98989856"
"POLYGON ((30.6289305 59.7843245,30.6288957 59.7843003,30.6252458 59.7856295,30.6252646 59.7856426,30.6252806 59.7856537,30.6267601 59.7851149,30.6282341 59.7845781,30.6289305 59.7843245))"				platform		way	"100545800"
"POLYGON ((30.436627 60.0161598,30.4366416 60.0162528,30.4366638 60.0162519,30.4366818 60.0162512,30.4366672 60.0161582,30.436627 60.0161598))"	Депо Ручьи			platform		way	"103085437"
"POLYGON ((30.4063171 59.8800122,30.4063865 59.8800325,30.407034 59.8795044,30.4071524 59.8794078,30.4082702 59.8784959,30.4083918 59.8783967,30.4087494 59.8781049,30.408685 59.8780842,30.4086587 59.8781057,30.4083271 59.8783764,30.4082053 59.8784758,30.4079218 59.8787072,30.4070891 59.8793869,30.4069696 59.8794845,30.4067536 59.8796608,30.4063171 59.8800122))"				platform		way	"108065568"
"POLYGON ((30.2881554 59.6971422,30.2881947 59.6971273,30.2859425 59.6956147,30.2859233 59.695622,30.2859032 59.6956296,30.2881554 59.6971422))"				platform		way	"120490876"
"POLYGON ((30.4199574 59.7417411,30.4200054 59.741747,30.4203386 59.7410561,30.4203149 59.7410532,30.4202906 59.7410502,30.4199574 59.7417411))"				platform		way	"122885361"
"POLYGON ((30.3782248 59.825351,30.3777621 59.8260293,30.3777808 59.8260325,30.3778004 59.8260359,30.3782631 59.8253576,30.3782466 59.8253548,30.3782248 59.825351))"				platform	"1"	way	"122885362"
"POLYGON ((30.3780583 59.825341,30.3780405 59.8253378,30.3780177 59.8253338,30.3775431 59.8260092,30.3775633 59.8260128,30.3775836 59.8260164,30.3780583 59.825341))"				platform	"2"	way	"122885380"
"POLYGON ((30.4197715 59.7417207,30.41982 59.7417268,30.4201619 59.7410341,30.4201398 59.7410314,30.4201135 59.7410281,30.4197715 59.7417207))"				platform		way	"122885382"
"POLYGON ((30.3882669 59.805374,30.3882147 59.8053677,30.3879028 59.8060676,30.3879246 59.8060702,30.3879456 59.8060726,30.3882669 59.805374))"				platform		way	"122885385"
"POLYGON ((30.3660989 59.8503795,30.3659151 59.8507469,30.3659242 59.850748,30.3655603 59.8514756,30.365506 59.8514687,30.3652679 59.8519449,30.3653223 59.8519518,30.3649559 59.8526844,30.3650237 59.8526929,30.3661759 59.8503892,30.3660989 59.8503795))"				platform	"1"	way	"123587953"
"POLYGON ((30.3652298 59.8527185,30.365597 59.8519827,30.3656511 59.8519895,30.3658868 59.8515171,30.3658364 59.8515108,30.3662002 59.8507818,30.3662108 59.8507831,30.3663942 59.8504155,30.3663166 59.8504057,30.3651665 59.8527106,30.3652298 59.8527185))"				platform	"2"	way	"123587954"
"POLYGON ((30.4309454 59.6924632,30.4338195 59.6942085,30.433915 59.6941666,30.431059 59.6924163,30.4309454 59.6924632))"				platform	"2"	way	"123617982"
"POLYGON ((30.3380477 59.9060311,30.3380962 59.9060393,30.3382006 59.9058965,30.3383163 59.9057131,30.3384307 59.9055034,30.3385299 59.9053179,30.3385036 59.9053146,30.3384772 59.9053114,30.3383833 59.9054964,30.3382642 59.9057047,30.3381496 59.9058873,30.3380477 59.9060311))"				platform		way	"128393666"
"POLYGON ((30.3455284 59.8912212,30.3454891 59.8912196,30.3454707 59.891332,30.3454337 59.891517,30.3454053 59.8916115,30.3453386 59.8918406,30.3452681 59.8920309,30.3452044 59.8921926,30.3451469 59.8923196,30.3450874 59.8924524,30.3450045 59.8926185,30.3449216 59.8927843,30.3447487 59.8931119,30.3445792 59.8934452,30.344618 59.8934501,30.3446567 59.893455,30.3448267 59.893122,30.3449962 59.8927938,30.3451593 59.8924623,30.3452209 59.892331,30.3452799 59.8922005,30.3453449 59.8920377,30.3453797 59.8919444,30.3454148 59.8918483,30.3454834 59.8916175,30.3455082 59.8915214,30.345549 59.8913367,30.3455677 59.8912228,30.3455284 59.8912212))"				platform		way	"128393671"
"POLYGON ((30.3373378 59.9070744,30.3373859 59.9070858,30.3376415 59.9068386,30.3379252 59.9065588,30.3380787 59.9064,30.3382246 59.9062403,30.3383562 59.9060829,30.3384611 59.9059434,30.3385896 59.9057571,30.3387149 59.9055456,30.3388141 59.9053623,30.3387966 59.9053597,30.3387651 59.9053551,30.3386664 59.9055384,30.3385403 59.9057492,30.3384138 59.9059349,30.3383057 59.9060744,30.3381761 59.9062304,30.3380323 59.90639,30.3378761 59.9065481,30.3375955 59.9068262,30.3373378 59.9070744))"				platform		way	"128393672"
"POLYGON ((30.3495804 59.9699635,30.3497572 59.9699582,30.349593 59.9685745,30.3494161 59.9685798,30.3492308 59.9685853,30.3493951 59.969969,30.3495804 59.9699635))"				platform		way	"182976189"
"POLYGON ((30.4223724 59.8976704,30.4223297 59.8976553,30.422255 59.8976289,30.4222075 59.8976122,30.4209597 59.8985019,30.4211246 59.8985601,30.4223724 59.8976704))"				platform		way	"182994935"
"POLYGON ((30.2701311 59.8364142,30.270102 59.8364257,30.2700707 59.836438,30.2700983 59.8364544,30.2705434 59.8367187,30.2704576 59.8367559,30.2708076 59.8369733,30.2708998 59.8369347,30.2719257 59.8375846,30.272313 59.8378323,30.2723466 59.8378197,30.272381 59.8378067,30.2715914 59.8373084,30.2704012 59.8365775,30.2701311 59.8364142))"				platform		way	"185830670"
"POLYGON ((30.2702633 59.8363753,30.271138 59.8368955,30.2718936 59.8373738,30.2724905 59.837763,30.2725166 59.8377545,30.2725397 59.8377469,30.2714988 59.8370777,30.2711024 59.8368284,30.2711758 59.8367982,30.2708397 59.8365891,30.2707622 59.836622,30.2703611 59.836372,30.2703295 59.8363525,30.2702982 59.8363633,30.2702633 59.8363753))"				platform		way	"185830671"
"POLYGON ((30.2857522 59.6953563,30.2857695 59.6953497,30.2857916 59.6953414,30.2835394 59.6938286,30.2835 59.6938436,30.2857522 59.6953563))"				platform		way	"189588574"
"POLYGON ((30.2567272 59.6759956,30.2566739 59.6760159,30.2592256 59.6777231,30.2592549 59.677712,30.2592789 59.6777028,30.2567272 59.6759956))"				platform		way	"189590606"
"POLYGON ((30.2568486 59.6759508,30.2594051 59.6776579,30.259434 59.6776468,30.2594608 59.6776366,30.2569043 59.6759295,30.2568486 59.6759508))"				platform		way	"189590607"
"POLYGON ((30.2925908 59.8751821,30.2928751 59.8771072,30.2930121 59.8771021,30.2927278 59.875177,30.2926477 59.8751789,30.2925908 59.8751821))"				platform		way	"190168052"
"POLYGON ((30.2924941 59.8769141,30.29257 59.8769114,30.2922883 59.8749733,30.2922124 59.8749761,30.2922145 59.8749908,30.2922169 59.8750073,30.2922242 59.8750574,30.2924941 59.8769141))"				platform		way	"190168053"
"POLYGON ((30.218694 59.8243014,30.2223705 59.8246259,30.2223908 59.8245679,30.2187143 59.8242434,30.218694 59.8243014))"				platform		way	"190886068"
"POLYGON ((30.2186334 59.8245059,30.2191173 59.8245489,30.2219615 59.8248017,30.2223094 59.8248326,30.22232 59.8248026,30.218644 59.8244759,30.2186334 59.8245059))"				platform		way	"190886069"
"POLYGON ((30.3177784 59.9158193,30.3179609 59.9157789,30.3168818 59.9145531,30.3167881 59.9145738,30.3166993 59.9145935,30.3177784 59.9158193))"				platform		way	"192592694"
"POLYGON ((30.3449923 59.9858559,30.3460529 59.9872202,30.3461709 59.9871972,30.3462762 59.9871768,30.3452156 59.9858125,30.3451433 59.9858266,30.3450559 59.9858436,30.3449923 59.9858559))"				platform		way	"193170128"
"POLYGON ((30.3165295 59.9268887,30.3165686 59.9269038,30.3166022 59.9269168,30.3167698 59.9268078,30.316801 59.9268198,30.3167027 59.9268837,30.3167215 59.9268909,30.3167443 59.9268997,30.3167786 59.9268774,30.3168458 59.9268337,30.316875 59.9268449,30.3167034 59.9269565,30.3167432 59.9269719,30.3167784 59.9269854,30.3186859 59.9257447,30.3186394 59.9257268,30.3186145 59.9257171,30.3182821 59.9259467,30.3182525 59.9259338,30.3185787 59.925705,30.3185582 59.9256965,30.3185492 59.9256927,30.3185331 59.9256877,30.3182023 59.9259082,30.3181662 59.9258947,30.3185125 59.9256778,30.318483 59.9256664,30.3184364 59.9256484,30.3165295 59.9268887))"				platform		way	"195207957"
"POLYGON ((30.4064763 59.8801242,30.406542 59.8801444,30.4065589 59.8801306,30.4072161 59.8795935,30.4073227 59.8795064,30.4084874 59.8785548,30.4086003 59.8784625,30.4088475 59.8782605,30.4089727 59.8781582,30.408907 59.878138,30.4085347 59.8784422,30.4084214 59.8785348,30.4072563 59.8794868,30.4071497 59.8795739,30.4064763 59.8801242))"				platform		way	"195861998"
"POLYGON ((30.4525747 59.8499441,30.4526495 59.8499706,30.4527148 59.8499938,30.4528892 59.849885,30.4530689 59.8497668,30.4533412 59.8495735,30.453828 59.8492286,30.4545777 59.8486951,30.4550289 59.8483619,30.454954 59.8483356,30.4548734 59.8483072,30.4539178 59.8489775,30.4536697 59.8491633,30.4525747 59.8499441))"				platform		way	"197993935"
"POLYGON ((30.4523639 59.849887,30.4523959 59.8498985,30.4524269 59.8499097,30.4547415 59.8482572,30.4546808 59.8482359,30.4545905 59.8483073,30.4546111 59.8483146,30.4545454 59.8483612,30.4545248 59.8483539,30.4540344 59.8487018,30.4540536 59.8487086,30.4539812 59.8487599,30.4539621 59.8487531,30.4523639 59.849887))"				platform		way	"197993936"
"POLYGON ((30.4525073 59.8496742,30.4525422 59.8496852,30.4525745 59.8496954,30.4534297 59.8490757,30.4534077 59.8490678,30.4534667 59.8490264,30.4534887 59.8490343,30.4546254 59.8482165,30.4546087 59.8482106,30.454586 59.8482026,30.453425 59.8490094,30.4529194 59.8493681,30.4526377 59.8495742,30.4525073 59.8496742))"				platform		way	"197993937"
"POLYGON ((30.4539033 59.8493232,30.4539577 59.8493416,30.4540012 59.8493563,30.4557689 59.848063,30.4556965 59.8480389,30.4539033 59.8493232))"				platform		way	"197993938"
"POLYGON ((30.5053065 59.8295778,30.5008696 59.8312559,30.5009314 59.8312972,30.5053684 59.8296191,30.5053065 59.8295778))"				platform		way	"201222207"
"POLYGON ((30.5006049 59.8315429,30.5007036 59.8316082,30.5045408 59.8301445,30.5044824 59.8301058,30.5054999 59.8297176,30.5054597 59.8296911,30.5006049 59.8315429))"				platform		way	"201222215"
"POLYGON ((30.4974577 59.8329236,30.4974959 59.8329484,30.499607 59.8321952,30.4998505 59.8321083,30.4998869 59.8321337,30.5014077 59.8315552,30.5013331 59.8315155,30.4998128 59.8320799,30.4984393 59.8325788,30.4974577 59.8329236))"				platform		way	"201222222"
"POLYGON ((30.2611498 59.8788443,30.2612226 59.8788255,30.261299 59.8788059,30.2600535 59.8775847,30.2599418 59.8776133,30.2598267 59.8776429,30.2610722 59.8788641,30.2611498 59.8788443))"	Кировский завод			platform		way	"201322886"
"POLYGON ((30.6213269 59.7869486,30.6249514 59.7856302,30.6249308 59.7856159,30.6249084 59.7856003,30.6212839 59.7869186,30.6213269 59.7869486))"				platform		way	"202058423"
"POLYGON ((30.3713647 59.9073608,30.3714045 59.9073779,30.3727917 59.9065867,30.3735668 59.906132,30.3743447 59.9056649,30.3743216 59.9056554,30.3742898 59.9056431,30.3739478 59.9058507,30.3735227 59.9061149,30.3727584 59.9065618,30.3713647 59.9073608))"				platform		way	"214435112"
"POLYGON ((30.2504241 59.8420567,30.2536208 59.8419474,30.2536132 59.841891,30.2536068 59.8418438,30.25041 59.8419531,30.2504173 59.8420064,30.2504241 59.8420567))"	Проспект Ветеранов			platform		way	"221252366"
"POLYGON ((30.4370261 59.9283121,30.4381502 59.9291944,30.4427996 59.9328402,30.4429989 59.9327786,30.438357 59.9291315,30.4371315 59.9282754,30.4370261 59.9283121))"				platform	"2"	way	"222185975"
"POLYGON ((30.1187311 59.7031964,30.1187592 59.7031927,30.1187909 59.7031885,30.1183023 59.7022434,30.117903 59.701471,30.1178726 59.701475,30.1178431 59.7014789,30.1187311 59.7031964))"				platform		way	"241261371"
"POLYGON ((30.334739 59.806266,30.3346995 59.8062557,30.3345273 59.8064222,30.3345453 59.8064269,30.3345668 59.8064325,30.334739 59.806266))"				platform		way	"241720611"
"POLYGON ((30.4431542 59.9327287,30.4432913 59.9326794,30.4429462 59.9323492,30.4386976 59.9290117,30.438467 59.9288437,30.437952 59.9285024,30.4374075 59.9281865,30.4373372 59.9282102,30.4376328 59.9284231,30.4379573 59.9286583,30.4384987 59.9290658,30.4431542 59.9327287))"				platform	"3"	way	"281045574"
"POLYGON ((30.3669937 60.000822,30.3675308 60.0021763,30.3677069 60.0021588,30.3671699 60.0008046,30.3671335 60.0008082,30.3670367 60.0008178,30.3669937 60.000822))"				platform		way	"283129297"
"POLYGON ((30.3194989 59.8148825,30.3225659 59.8137373,30.3225431 59.8137218,30.3225302 59.8137131,30.3194631 59.8148583,30.3194989 59.8148825))"				platform		way	"296129307"
"POLYGON ((30.4249139 59.8669056,30.4247036 59.8670307,30.4246786 59.8670455,30.4245359 59.8671303,30.4243922 59.8672159,30.4234353 59.8677849,30.4232907 59.867871,30.4227131 59.8682145,30.4224031 59.8683989,30.42233 59.8684423,30.4223743 59.8684592,30.4252891 59.866748,30.4252248 59.8667207,30.4251918 59.8667067,30.4248806 59.8668916,30.4249139 59.8669056))"				platform		way	"303228552"
"POLYGON ((30.2882999 59.8522654,30.2888123 59.8541387,30.2888855 59.8541339,30.2889556 59.8541293,30.2884411 59.8522566,30.288419 59.8522579,30.2883724 59.8522609,30.2883268 59.8522637,30.2882999 59.8522654))"				platform	"2"	way	"315587335"
"POLYGON ((30.4662801 59.8665371,30.4663649 59.8665977,30.466459 59.8666651,30.4683705 59.8659919,30.4683126 59.8659514,30.4682543 59.8659093,30.4681916 59.8658639,30.4662801 59.8665371))"				platform		way	"317849207"
"POLYGON ((30.2885985 59.8541629,30.2886368 59.8541608,30.2886713 59.8541588,30.2881574 59.8522781,30.2881383 59.8522796,30.2881104 59.8522817,30.2880825 59.8522839,30.2885985 59.8541629))"				platform	"1"	way	"326187664"
"POLYGON ((30.2954156 59.8906711,30.2954873 59.8906656,30.2954214 59.8904513,30.2953994 59.890453,30.2953496 59.8904569,30.2954156 59.8906711))"	Электродепо			platform		way	"348453410"
"POLYGON ((29.6550386 59.9281641,29.6550482 59.9281792,29.6550578 59.9281943,29.6586598 59.9276204,29.658651 59.9276066,29.6586406 59.9275902,29.6550386 59.9281641))"	Бронка			platform		way	"377748084"
"POLYGON ((30.2369193 59.9489906,30.2369772 59.9490368,30.2370337 59.9490818,30.2388289 59.9485172,30.2387702 59.9484705,30.2387145 59.948426,30.2369193 59.9489906))"				platform		way	"394449822"
"POLYGON ((29.8069611 60.1849138,29.8109553 60.1841377,29.8109391 60.184117,29.8109272 60.1841019,29.8069329 60.184878,29.8069477 60.1848968,29.8069611 60.1849138))"				platform	"2"	way	"552878174"
"POLYGON ((29.8070447 60.1850218,29.8110607 60.1842486,29.8110446 60.184228,29.8110293 60.1842083,29.8070133 60.1849815,29.8070294 60.1850021,29.8070447 60.1850218))"				platform	"1"	way	"552878176"
"POLYGON ((30.2605903 59.867124,30.2607361 59.8671387,30.2608843 59.8671536,30.2614184 59.8658191,30.2612771 59.8658049,30.2611244 59.8657895,30.2605903 59.867124))"				platform		way	"556530079"
"POLYGON ((30.2116563 59.9716762,30.2116715 59.9722278,30.2118071 59.9722269,30.2118594 59.9722265,30.2118442 59.9716749,30.2117853 59.9716753,30.2116563 59.9716762))"				platform		way	"592435996"
"POLYGON ((30.2119682 59.9716739,30.2119834 59.9722255,30.2120145 59.9722253,30.2121713 59.9722242,30.2121561 59.9716726,30.2120101 59.9716736,30.2119682 59.9716739))"				platform		way	"592435998"
"POLYGON ((30.2022063 59.9879262,30.202418 59.9878988,30.2024481 59.9878949,30.2018098 59.9866595,30.2017583 59.9866661,30.2016136 59.9866848,30.201568 59.9866907,30.2022063 59.9879262))"				platform		way	"592440661"
"POLYGON ((30.2025772 59.9878775,30.2026225 59.9878716,30.2028191 59.9878462,30.2021808 59.9866108,30.2019846 59.9866361,30.201939 59.986642,30.2025772 59.9878775))"				platform		way	"592440662"
"POLYGON ((30.3620052 59.9284507,30.3621429 59.9284626,30.3624986 59.9274978,30.3628087 59.9266163,30.3629488 59.9262074,30.3629107 59.9262035,30.3628755 59.9261999,30.3627985 59.9263526,30.3626785 59.9266159,30.3625705 59.9269041,30.3622664 59.9276908,30.3620052 59.9284507))"				platform	"2;3"	way	"595741912"
"POLYGON ((30.3618498 59.9284368,30.3618914 59.9284405,30.3619077 59.928442,30.3620684 59.9279969,30.3623217 59.927286,30.3624478 59.9269809,30.362547 59.9267269,30.3625269 59.9267269,30.3625068 59.9267269,30.3622735 59.9272766,30.3620052 59.9279809,30.3618498 59.9284368))"				platform	"1;2"	way	"595741913"
"POLYGON ((30.3672175 59.9184963,30.3671604 59.9184928,30.3657362 59.9224693,30.3656743 59.9224621,30.3656557 59.9224599,30.3656074 59.9225973,30.3656342 59.9226329,30.3656718 59.9226461,30.3656437 59.922725,30.365876 59.9227454,30.3659159 59.9227489,30.3659256 59.922721,30.3670022 59.9196436,30.367026 59.9195838,30.367395 59.9186573,30.3673469 59.9186536,30.3673808 59.9185437,30.3673924 59.9185116,30.367344 59.9185075,30.3672175 59.9184963))"				platform		way	"595742932"
"POLYGON ((30.579932 59.7622051,30.5800098 59.7622739,30.5809084 59.7620187,30.5808641 59.7619802,30.5814046 59.7618269,30.583321 59.7613179,30.5832825 59.7612796,30.5823054 59.761536,30.5813456 59.7617944,30.580785 59.7619531,30.579932 59.7622051))"				platform		way	"595826654"
"POLYGON ((30.5762628 59.7633667,30.5775744 59.7628953,30.579358 59.7623091,30.5793098 59.7622685,30.5775261 59.7628629,30.5762118 59.7633343,30.5762628 59.7633667))"				platform		way	"595826655"
"POLYGON ((30.3454395 59.8884024,30.3454066 59.8884039,30.345443 59.8885975,30.3454796 59.8887919,30.3455226 59.8890281,30.345566 59.8892668,30.3456096 59.8894751,30.3456501 59.8896853,30.3457086 59.8899963,30.3457501 59.8903128,30.3457839 59.8903121,30.3458176 59.8903114,30.3457774 59.8899939,30.3457237 59.8896828,30.3456407 59.8892637,30.3455485 59.8887896,30.3454724 59.8884009,30.3454395 59.8884024))"				platform		way	"611880942"
"POLYGON ((30.2883076 59.9494297,30.2882109 59.9494603,30.2881086 59.949493,30.2898131 59.9508369,30.2899149 59.9508063,30.2900121 59.9507736,30.2883076 59.9494297))"				platform		way	"663951203"
"POLYGON ((30.2631623 59.9700949,30.2610417 59.9709863,30.2611323 59.9710403,30.2612287 59.9710977,30.2633493 59.9702064,30.2631623 59.9700949))"				platform		way	"663951205"
"POLYGON ((30.2554137 59.9881505,30.2555208 59.9881572,30.2556172 59.9881632,30.2558643 59.9872056,30.2556475 59.987192,30.2554137 59.9881505))"				platform		way	"663958219"
"POLYGON ((30.32073 60.03478,30.32081 60.0350745,30.3210313 60.0358893,30.3211816 60.0358791,30.3213195 60.0358698,30.3210182 60.0347605,30.3208783 60.0347699,30.32073 60.03478))"				platform		way	"664603517"
"POLYGON ((30.3327221 60.0489296,30.3324934 60.0489713,30.3331381 60.0499525,30.3332348 60.0499367,30.3333352 60.0499202,30.3327221 60.0489296))"				platform		way	"664603518"
"POLYGON ((30.3175278 60.0174789,30.3174253 60.0175256,30.3173309 60.0175686,30.318795 60.0183719,30.3189919 60.0182823,30.3175278 60.0174789))"	Удельная			platform		way	"664610320"
"POLYGON ((29.9580389 60.0951991,29.9580335 60.0949076,29.9580476 60.094552,29.9580898 60.0941795,29.9582226 60.0937041,29.9583507 60.09336,29.9583028 60.0933545,29.9582503 60.0933484,29.9581162 60.0937113,29.957982 60.0941795,29.9579454 60.0945504,29.9579292 60.0949031,29.9579332 60.095199,29.9579847 60.095199,29.9580389 60.0951991))"				platform		way	"723059551"
"POLYGON ((29.9586445 60.0930703,29.9586829 60.0930737,29.9587055 60.0930021,29.9588539 60.092515,29.9590364 60.0919542,29.9591656 60.0912834,29.9591123 60.0912813,29.9590601 60.0912796,29.9589704 60.0918149,29.9588505 60.0922688,29.9587767 60.0925088,29.9586097 60.0930672,29.9586445 60.0930703))"				platform		way	"723059552"
"POLYGON ((30.4103732 59.8404114,30.4104001 59.8404182,30.4103084 59.8405092,30.4102458 59.8404933,30.4101676 59.8405709,30.4102442 59.8405903,30.4102506 59.840592,30.4115521 59.8393005,30.4115405 59.8392975,30.4114883 59.8392843,30.4113647 59.8394069,30.4114118 59.8394189,30.4113474 59.8394828,30.4113365 59.83948,30.4112981 59.8394703,30.4103545 59.8404066,30.4103732 59.8404114))"				platform		way	"734600250"
"POLYGON ((30.4105097 59.8404471,30.4105224 59.8404504,30.4105395 59.8404549,30.4115018 59.8395194,30.4114683 59.8395106,30.4114502 59.8395059,30.4115189 59.8394391,30.4115573 59.8394491,30.4116788 59.8393309,30.4116395 59.8393207,30.4116231 59.8393164,30.4103016 59.8406011,30.4103151 59.8406046,30.4103682 59.8406184,30.4104448 59.840544,30.4104174 59.8405369,30.4105097 59.8404471))"				platform		way	"734600254"
"POLYGON ((30.3962055 59.8557663,30.3959902 59.8559787,30.3959357 59.8559648,30.3962519 59.8556527,30.396215 59.8556436,30.3961759 59.855634,30.3941354 59.8576478,30.3941956 59.8576632,30.3942455 59.857676,30.3943614 59.8575617,30.3944031 59.8575723,30.3942892 59.8576847,30.3943158 59.8576915,30.3943533 59.8577011,30.3943697 59.8577053,30.3944847 59.8575919,30.3945218 59.8576013,30.3944086 59.8577131,30.3944307 59.8577188,30.3944734 59.8577297,30.3965131 59.8557167,30.3964886 59.8557107,30.3964672 59.8557054,30.3961488 59.8560196,30.3961217 59.8560127,30.3963372 59.8557999,30.3963117 59.8557934,30.3962512 59.8557779,30.3962055 59.8557663))"				platform		way	"734602166"
"POLYGON ((30.3652453 59.9241334,30.3652641 59.9243155,30.3652936 59.9244755,30.3653553 59.9246529,30.365425 59.9248061,30.3654921 59.9249553,30.3655833 59.9252,30.3655055 59.9252107,30.3655404 59.9253196,30.3654024 59.9253392,30.3654399 59.9256215,30.3654882 59.9256107,30.3655349 59.9253693,30.3655591 59.9253223,30.3656021 59.9252,30.365594 59.9248559,30.3655913 59.9247564,30.3656128 59.924622,30.3655645 59.924372,30.3655596 59.9241964,30.3655511 59.9238881,30.365417 59.9238921,30.3654304 59.9243048,30.3654599 59.9244983,30.3655806 59.9248666,30.3655296 59.9248734,30.3654653 59.9247389,30.3654223 59.9246072,30.3653633 59.9244002,30.3653446 59.9243155,30.3653365 59.9241327,30.3652879 59.9241331,30.3652453 59.9241334))"				platform		way	"784893695"
"POLYGON ((30.5120339 59.9816147,30.5120536 59.9816522,30.5133473 59.9814824,30.5135179 59.98146,30.5158087 59.9811594,30.5158037 59.9811501,30.515789 59.981122,30.5120339 59.9816147))"				platform	"2"	way	"828534583"
"POLYGON ((30.3591279 59.8176394,30.3591272 59.8176212,30.3536052 59.8176869,30.3536052 59.8177054,30.3591279 59.8176394))"				platform		way	"851932095"
"POLYGON ((30.4376366 59.9281886,30.4379007 59.9283421,30.4381827 59.9285153,30.4383588 59.9286298,30.4385221 59.9287346,30.4387951 59.9289264,30.4389635 59.9290613,30.4399587 59.9298349,30.4417926 59.93128,30.4420017 59.9312172,30.4406413 59.9301577,30.4405239 59.9301666,30.4390445 59.9290307,30.4388685 59.9288939,30.4385888 59.9287078,30.438428 59.928603,30.4382467 59.9284858,30.4376942 59.92816,30.4376366 59.9281886))"				platform	"4"	way	"935936447"
"POLYGON ((30.4822353 59.7505219,30.4821821 59.7505599,30.4830619 59.750872,30.483115 59.750834,30.4822353 59.7505219))"	Старая платформа		Старая платформа бывшей жд Пушкин-Колпино	platform		way	"945468913"
"POLYGON ((30.4394536 59.9306433,30.4418668 59.9325149,30.4420927 59.9324336,30.4397157 59.9305604,30.4394536 59.9306433))"				platform	"1"	way	"1076872936"
"POLYGON ((30.2962747 60.0389608,30.2966521 60.0393501,30.2970854 60.039822,30.2971077 60.0398173,30.297146 60.0398094,30.2967969 60.0394395,30.2967028 60.0393398,30.2967338 60.0393333,30.2964661 60.0390287,30.2964151 60.0390402,30.2963272 60.0389483,30.2962927 60.0389565,30.2962747 60.0389608))"	Станция Озёрная			platform		way	"1081207529"
"POLYGON ((30.4392488 59.931239,30.439623 59.9315481,30.4396504 59.9315397,30.4396903 59.9315276,30.4393161 59.9312185,30.4392488 59.931239))"	станция метро «Ладожская»			platform		way	"1149944801"
